label	comment
1	这家店原来这么不卫生，吃到3盒饭都是小强腿，苍蝇，可惜忘了拍，最郁闷的是整只小强，吃得我们吐，你这卫生也太吓人了，以后谁还敢你家吃，本来这种情况你们就应该主动退款，但是居然给我们退了12元打发我们，7个同事可以作证绝对没说假话，我们一共点了7份，有3盒就是虫，简直无语了，最开始吃了两盒打电话都没叫退钱，就是觉得不是很夸张的恶心，但是同事之间没吃，然后吃的杂酱米线之间恶心了，小强整只，我只拍了两款，大家请欣赏，不管是不是倒霉吃到，但是送出的餐居然3盒有，说明你们太不卫生了#蹄花汤套饭##烫火腿套餐##杂酱米
0	送了一个小时，饿死了
0	还不错，带孩子吃的，下次还会来的，服务都很好，也对的起这个价格，
0	味道一如既往滴巴适，3大人3小孩，吃得肚子圆圆的！
0	14块钱的特色猪脚饭和那个23的陪什么开胃菜的猪脚饭分量和菜都是一模一样的，感觉被骗了
0	去过几次了，老板人很好，味道也不错！
1	难吃，而且一点不新鲜，吃完后拉肚子
0	好吃，可以免费加米线。味道好，环境也好
0	口味挺好的，喜欢
0	服务生都好热情也好漂亮 位置很好找 装修超级棒 比起其他的火锅店 环境干净很多 尤其是那20万的马桶 好酷 不过这不是重点 重点是菜很好吃！虾丸超级Q还有我最爱的玉米烙
0	真心推荐！他们家的饮品味道都很好！！
0	环境很好，服务不错，速度很快。
1	shen#秘制卤花甲##烤带子##烤扇贝王#花甲里面暴多的沙子，2人各吃一个就没吃下去的心情了，扇贝是一个划成2个，也是第一次开眼见了
1	筷子是坏的，有份饭里有头发
0	还可以咯，
0	主要是口味还比较喜欢，上菜速度也快
0	非常好，很喜欢，老板娘人很好
0	2个人还吃不完，不错，很好吃哦
1	根本没盐味，牛肉排骨都不新鲜，有异味，以前在这家点过好几次干锅都不像这样，不知道到是不是我用了优惠券，商家就以次充好。以后不会再光顾了
0	环境好，菜品也不错，服务很好
0	还不错，吃了几次了。上菜速度超快！
0	服务很棒，烤肉酱很好吃，老板烤得也很好，拌饭也很好吃，绝对好评 #辣白菜饼# #牛肉拌饭# #肥牛五花肉#
0	味道很不错，跟那些所谓的自助餐简直不是一个档次，环境也很不错，值得去。
0	还有送货服务。
0	麻辣牛肉真好吃！鹅肠也不错！火锅的味道很好！人是真的多啊！！！
0	点你这外卖，我还不如出校门吃了，***
0	挺好的，味道很好，两个人吃不完 #冬瓜# #红汤锅底# #莴笋头#
0	好吃  已经是老顾客啦  可以值得去吃
0	挺好的 环境挺好的 味道也很赞 就是不团购不划算 图三288就那么三坨肉 那个感觉性价比太低了 早知道就不要那个了 哈哈哈哈哈哈哈 希望以后可以推出更多的团购套餐 还会再去的 还有就是 份量可以稍微多一点点 哈哈哈
0	味道可以。老板娘服务也很周到。很喜欢吃他家的乌鱼
0	牛肉很好吃，很有味道，特地带朋友过来吃的，老板服务很热情
0	送货没问题，但我就想问问，我套餐里面的中可呢？上次就没给，我没说，这次又这样？
0	味道不错，菜品也挺多的，价格还便宜。。
0	喜欢吃这家的面块儿，味道很好。
0	不大好吃难吃 
1	食材不好，吃了第二天拉肚子
0	味道很不错！份量足！之前还担心不够！四个人够了！
0	不是很好吃，中锅的份量好少，配菜倒是挺多，第一次点，太失望
0	好吃，服务周道，很有意思很特别，很棒就在步行街中间，那个鱿鱼西施对面，好吃，味道棒棒哒，进店里就觉得香香的，比一般的火锅底料好吃，而且看着干净，味道一级棒，装修一级棒，反正感觉非常好，店里面生意火爆，好多人，服务员们态度也好好，没有因为团购而怠慢，板凳也非常有特色，非常不错有特色的一家，给你100分不怕你骄傲
0	超级差评，足足等了一个半小时，分量还很少，一串只有半串，两串只有一串，偷奸耍滑，最气人的是商家自作主张换掉菜品，也没跟我说一声，反正，没有一点让人满意的，lowlowlow
0	量很足，两个人吃饱了噢。味道也很不错，吃了很多次了
0	好吃 干净 卫生 味道好 菜和饮料都很全
0	第一次来这家，在门外看人挺多的，想着试一下，吃了很多家烤鸭，感觉他家烤鸭皮脆不腻，葱和黄瓜新鲜，自助调料选择比较多，个人比较喜欢他家的菌菇酱和青椒，鲜香突出，服务员给我们推荐了他们的新菜，糍粑红糖不多，没有太甜的感觉！口感还是挺不错的。                                                                           服务员，挺热情周到的，笑起来很甜，还送了一个小果盘。愉快的晚餐，下次还来！！希望这家店越来越好！
0	好吃不腻，还有点上瘾，吃了几次了
0	挺好的，已经来了很多次了
0	味道不错，鸡蛋仔真心好吃。奶茶也好喝
1	差评，猪蹄是坏的，都臭了，真恶心，再也不在这家点餐了！
1	我点的两份都是面，到手的两份都是米线。清汤香菇炖鸡米线还有一股异味。
0	菜品新鲜，麻辣味道鲜美，服务热情，环境很好。
0	和在外面买得不一样  肯定不是现做的  还特别贵
0	很好很实惠
0	咖啡很好喝！蛋糕也好吃！很不错哦！
0	饭是真的少，特地买的2块的大份然后就这一点点？随便哪家一块分量的饭都比你大，辣鸡！！！
0	菜不错 便宜又好吃 人很多 但是没花太久等位 很不错 很开心
0	很好吃，经常来，强力推荐，不错不错
0	菜品可口   味道好   价格优惠  上菜快 服务周到
0	我点的肥牛 结果吃起一股羊骚味  绝对是放错了 其他菜品一般 
0	不好吃，吃过最难吃的！郁闷了
0	团购的还是特别划算，味道不错，鸡蛋仔比其他店铺甜点，比较喜欢
0	味道还行。
1	确实不能不差评！龙利鱼有味道！滑肉没有熟有臭味！？真的无语！而且分量少！又咸！！ 第一次差评！确实以后不会来了！
0	环境很好  特别温馨  地方也好找  老板是个年轻的姐姐 去的时候看到了做的过程 放了好多蔓越莓  料足 味道超级棒  以后还会有很多diy推出  支持～
0	味道好，服务好，下次还会来
0	酸菜鱼简直不摆了！下次我只要酸菜鱼！巴适特色特色特色！可惜忘了照……
0	原来19块，现在26，涨价了啊
0	味道不错，服务很好的说，性价比高，套餐分量巨足 #半只烤鸭#
0	很不错，比较有亮点
0	第一次吃饭这么清淡的冒菜，我点了多放醋，结果感觉就是在吃酸汤，别的味道基本没有
1	简直** 扇贝一点也不好吃 花甲全是空壳， 重点是拉肚子拉了三天人都拉晕了。 千万不要在这家
0	特别慢，别人比我晚点半个小时的都送到吃完了，我还等了他很久，也不好吃
1	我确实无语了，那么大两只虫在那扒起都送起来，之前喊一次里面就有一根毛，过了很久又喊一单，又是这样子，这个卫生让人质疑……
0	已经记不清是第几次，团了←_←很满意，很好吃！就是觉得原价有一点贵，团购很合适啊，小吃嘛。
0	二人餐，有点小贵，味道还是不错的
0	味道一如既往的好，就是今天的骨头有点多……蔬菜的搭配越来越丰富了，不错~~
0	推荐  好喜欢喝贡茶 性价比高。
0	值得购买，好吃，便宜，口感好！大家可以去试试看
0	味道很好 团购很核算 服务也很好 环境不错
0	服务周到 价格合理 味道不错！
0	口味还是不错的，吃了几次了，只是说四人餐的，三个人吃比较合适，凉菜很好吃！
0	好喝好喝好喝 老顾客了
0	很划算。。味道也很好。。。小哥服务态度也很赞。。
1	里面有虫子，太恶心了
0	新装修了，环境好，牛排味道也更不错了，就是价格也涨了
0	不错！味道极好！肥肠非常糯！价格合理！划算！下次再来。 #肥肠面#
0	难吃就算了，鸡全是边角，没得点肉。
0	给我朋友订的生日礼物，她表示很喜欢。口味很好，分量也够。她和寝室的室友一起吃的哦。值得去看看。
1	饭里面居然有钢丝球的钢丝
0	第二次团购了，味道真是非常非常赞，强烈推荐，环境也很好，装修很美。
0	吃了拉肚子拉了我和我老公好几天 我是孕妇 味道还可以 菜品也新鲜 菜我们两个人都吃不完 可惜就是不知道为什么拉肚子
0	楼下一家贝尔麦莎，方便，味道不错
0	服务周到，味道很好，团购挺便宜的，另外加了两道不辣的，坐的包间共花下来也不贵！大赞！！
1	吃到一半看到蟑螂，粉转路。。
0	第一次去吃是和男朋友吃，这次带家人去吃，服务周到，食物也美味，五个人团了两个双人餐，也木有吃完，分量足，最后的面很好吃。
0	味道可以！！！
1	给平时吃的一样味道，本来吃的多开心的，但是突然里面吃到个虫，把我吐惨了，太恶心了，再也不吃华莱士了。
0	不想说了，晚一个小时才送到，味道也不咋地。
1	再也不会来了 送的慢不说了 送来的东西都臭了 吃在嘴里各种怪味 我可想这个店有多脏 卤牛肉 恶心 饭也恶心 黄不拉几的 你们店还把顾客当人吗？
0	非常好吃，服务很热情，会再来！
0	送到没打我电话，我饿死了，结果放在我店里我不知道
0	去过很多次，冒菜特别好吃，环境也很棒，干净卫生
0	蛋糕做的不错，口味也很好，会再次选择
0	非常好吃经常去分量也多超级喜欢
0	经常去吃 环境好 服务员态度也很好 就是收银员态度差 每次都是一张马脸
0	今天是和朋友来的，逛街累了，刚好看到有團购，就来休息下，奶茶味道不错，服务态度很好，问问题时也耐心回答，很优，要是平常在这休息上上网，肯定是一大享受。回去时还顺便多打包了几杯，家里和朋友都说还不错，给个好评，只是人气要再多多拉上來一下，呵呵。
0	来好多次了，喜欢，不过信号不好
0	中午和同事们去吃的，验证了上菜很快，份量也挺足的，都是我喜欢吃的菜，味道不错，就是吃到后面有点咸，不过没什么影响，还是吃的鸳鸯锅，小汤圆也不错哦，吃了好几碗。服务态度也不错，端茶倒水的，速度很快。环境也可以，下次还会去的。
0	重庆特色的，饮品，必须来，来重庆玩必须喝的一个饮品个人觉得红枣味会好得过那个原味的
0	味道不错，上菜快，下次还来，地方容易找
0	菜品一如既往的丰富，菜量比单点还足。
0	已经第三次来吃了……味道不错 老板也很热情……
0	特别难吃，糊了！！！！
0	老顾客了，一直喜欢
1	越来越差了，土豆水臭，鱿鱼好像没煮熟，味道也怪怪的
0	经常来，好吃实惠，下次再来哈……
0	东西很好吃、服务员很漂亮
0	味道不错～老板好热情～
1	太不卫生了！米饭里有头发，鸡腿上还有像避孕套的那个胶，当时饭都吐出来了！太不卫生了。想想都想吐。
0	味道不错，服务也很好，就是为止比较偏，不太好找
0	辣翅都是冷的，还是是胡的
0	已经是回头客了，很不错！！。。。
0	菜品很新鲜，环境舒服服务也周到，我是老顾客了
0	服务好，菜品多，分量足，下次还来，好评
1	饭里面又是菜叶子 还有个蚊子 老板能不能注意卫生
0	来重庆旅游，吃串串，到这家店老板很热情，还主动告诉我可以美团，很划算，一共买了5杯，口味不错！
0	好吃好吃，老顾客了
0	送的速度很快 但是东西太难吃了 不是一般难吃紫薯派不错
1	虾仁是臭的.别当消费者是傻子.这么臭闻不出来吗？
1	土豆丝里也是钢丝网，盐煎肉也是钢丝网，味道也不怎样
0	真的超级难吃！有种怪味！送餐慢就慢吧，等两个半小时我也等了，明明备注过不要生姜，等了那么久送过来，还是放了生姜，味道重的没办法吃！而且这个海鲜炒饭我也无力吐槽了……不过包装还可以。
0	位置非常好，很容易被找到。老板也很热情。服务态度也很好，服务员很有礼貌，菜品也很多，就是今天去的时候菜品很少，希望老板多推出一点菜品，更希望，有许多许多的免费小吃。希望老板多，进口一点韩国米酒和日本的米酒，希望老板，对店里面的整体装饰在改变一下风格，必尽是日式烧烤所以说应该多参加一点日式的风格。
0	#榴莲芒果披萨#味道不是很好，和记忆中的相差甚远
0	每次看到这个就会去喝，很喜欢 好评
0	超级好吃，人超级多。排队排了好久！！！
0	好吃，服务也不错，价格很值。。。
0	饭没熟，夹生饭#米饭#
0	在这家吃了好多次了，味道真心不错，老板也很好，服务周到。分量也足，第一次在美团定的，很划算。
0	服务态度一点都不
0	环境不错，很有特色，菜品精致味道不错，特色菜冰鱼和牛排绝对棒，老板服务周到，很有亲和力，不错的一次就餐。
0	还可以，味道不错，有点辣但是是重庆本色
0	好吃，味道爽极了，超喜欢
0	好难吃，全是憨肉
0	第二次来了，口味还是那么爽。越吃越麻，辣！环境也不错！
0	饿死了。不过连饿都不想吃。真难吃。肥肉不是一般的多。
1	筒骨有咸又辣 最主要好大一股添加剂的味道 蛋炒饭全是味精味 豆皮 洋芋 除了干辣 无其他味道 
0	味道棒棒的，而且团购很划算，也不腻，店员态度也很好，就在楼下也很方便，而且叉子什么的不是塑料的，总之很高大上，下次换个口味，还会再来的
0	什么都很好、就是份量有点少、不过也对得起这价格、
0	感觉很不错哟，送朋友的，看照片很美，味道也很不错，客服也很热情，值得购买
0	不错 一如既往的好
0	老板娘很热情，但是鱼好小好小，差不多才两斤左右，三个人吃了一下下就没了，还不如自己点的划算呢！！！！！！！
0	很不错哦，味道好，地方好找，老顾客了
0	首先我在你家点了很多次了！然后 我想问我点的回锅肉。肉呢？肉呢？肉呢？
0	味道不错，就是除了一个葱油饼其他小孩都不能吃，比较辣！
0	环境不错，量很足，两个人女生吃吃不完，樱花寿司，土豆沙拉很好吃
0	很不错的一家餐厅，我喜欢他家的装修风格，菜品也棒棒哒，下次又来
0	第二次来咯！请朋友小聚，大家对这些菜品都很满意呢！
0	小票顶头那么大几个字泡椒肉丝炒粉，这都看不见，，真是醉了，炒粉无色无味，反正那么多差评了，也不会在乎这一个吧。。。。。。。。。。。。。。。。。。。。。。。。。。。。
0	这次孩子要的清汤的，味道感觉没一起好l了。不过还是比较经济干净。
1	肉夹馍咬了一口一股酸味，闻了一下是臭的！！别告诉我肉夹馍就是这种味道，我又不是没吃过！讲道理，面条味道还可以，不过我点的那个肉夹馍，还是点的10块最贵那个，很肥不说，还是酸臭的。第一次给差评，好自为之。
0	我点的是炮头啊大哥。。你拿5，6两的当炮头卖吗？
0	很不好吃玉米粒是生的黄瓜片生的而且都没有味道根本吃不下鸡排上放了沙拉酱，鸡排很咸很麻上面的沙拉酱酸酸甜甜的很诡异的味道
0	第一次给这么低的评价，因为这次送过来的真的不好吃，而且外卖还迟到了半个小时
0	服务好味道棒，热烈推荐给朋友了
0	无论是态度还是味道都一级棒！大赞
1	难道外卖的东西就准备很差的嘛？可以说全部是死虾子，吃了不知道会拉肚子不！剥开虾子里面的肉全部萎缩了，一看就是死的，颜色非常黑，！从来没有差评，这是第一次！我觉得太过分了！
0	经常来，非常不错！最爱提拉米苏，焦糖布丁！
1	薯条没还，手抓饼有腥味
0	芒果优格果漾真的非常不错！！在国庆期间都接受美团只是最棒的一点，好多地方在国庆期间都拒绝美团用户！商家做的很棒，这个芒果的味道很好，里面的果料很充足，还有一些其他的配料，都很好喝，位置也很好找，就在青年广场里面！
0	非常棒，吃了很多次了，老板大方，物品便宜！味道很好！下次在去！
1	肉是臭的 坏了就丢了嘛 还拿出来卖
0	味道很不错，去过几次了。环境一般般就是
0	第二次光顾，味道不错，服务也很好，下次一定还会来。 #烤五花肉# #豆腐汤# #烤精品肥牛#
1	非常难吃！生蚝有一个是坏的，非常腥！茄子上面的蒜蓉不知道是多久的了，已经发臭了，千千牛肉不是碳烤出来的，是微波炉加热的，肉质也是买的成品，不知道是什么肉。我只祈祷刚刚吃的那几口不要让我拉肚子！
0	份量足，味道不错，还可以，我们三个人吃个小锅都足足有余，肉也比较多，口味也很适合，有空了还去吃
0	非常满意 我已经去吃了好多次了 价格实惠 味道好
1	#香辣爬爬虾#全是放了很久的死虾。什么味道都没有。肉质黄色的，提前告诉了商家不要死虾要新鲜的！可是这种没有良心的商家不搭理人。直接把放了很久的死虾拿过来了。这样的商家没有任何良心。说话态度恶劣。说得买了东西送到了就不管他的事了。这样的人。谁买谁倒霉。谁买谁吃亏。
0	很好吃，辣味十足，很像小时候吃的酥肉，不过更香更有味
0	鸡杂只有上面一层下面全是菜 味道一般 
0	菜品不错，味道好，环境优雅，服务质量好。值得！朋友们都很满意！！
1	放了几天的海带都变质了还拿出来卖！谨慎购买！
0	真的很难吃....
0	很好吃，尤其是汤，真的超好喝
0	走了二十分钟取餐就算了，我备注里的番茄酱去哪了，
